ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
1019;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140122;;Finished;2;families
1020;ICRC;Shelter;Shelter Tool Kits;Shelter Tool kits;1401;140122;;Finished;1;families
1021;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140122;;Finished;1;families
1022;ICRC;Shelter;Shelter Tool Kits;Shelter Tool kits;1401;140122;;Finished;1;families
1023;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140122;;Finished;1;families
1024;PRC;Health;PSS;Welfare Desk;133;13316;;Finished;;
1025;PRC;Relief;Ready-to-Eat;Hot Meals;133;13316;;Finished;219;individuals
1026;PRC;Health;PSS;PSP;133;13316;Centro;Finished;219;individuals
1027;PRC;Assessment;Assessment;RDANA;133;13316;;Finished;1;area
1028;PRC;Relief;Food Items;Food Items (Standard);133;13316;Nagsabaran;Finished;1;families
1029;PRC;Relief;Ready-to-Eat;Hot Meals;231;23133;Simanu Sur;Finished;136;individuals
1030;PRC;Relief;Ready-to-Eat;Hot Meals;231;23133;Simanu Sur;Finished;197;individuals
1031;PRC;Assessment;Assessment;RDANA;231;23133;;Finished;1;area
1032;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);231;23133;Ballacayu;Finished;11;families
1033;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);231;23133;Ballacayu;Finished;11;families
1034;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);231;23133;Ballacayu;Finished;11;families
1035;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;231;23133;Ballacayu;Finished;11;families
1036;Australian DFAT;WASH;Non-Food Items;Jerry Cans;231;23133;Ballacayu;Finished;11;families
1037;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);231;23133;Bungad;Finished;4;families
1038;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);231;23133;Bungad;Finished;4;families
1039;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);231;23133;Bungad;Finished;4;families
1040;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;231;23133;Bungad;Finished;4;families
1041;Australian DFAT;WASH;Non-Food Items;Jerry Cans;231;23133;Bungad;Finished;4;families
1042;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);231;23133;Guminga;Finished;10;families
1043;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);231;23133;Guminga;Finished;10;families
1044;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);231;23133;Guminga;Finished;10;families
1045;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;231;23133;Guminga;Finished;10;families
1046;Australian DFAT;WASH;Non-Food Items;Jerry Cans;231;23133;Guminga;Finished;10;families
1047;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);231;23133;Simanu Norte;Finished;3;families
1048;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);231;23133;Simanu Norte;Finished;3;families
1049;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);231;23133;Simanu Norte;Finished;3;families
1050;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;231;23133;Simanu Norte;Finished;3;families
1051;Australian DFAT;WASH;Non-Food Items;Jerry Cans;231;23133;Simanu Norte;Finished;3;families
1052;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);231;23133;Simanu Sur;Finished;13;families
1053;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);231;23133;Simanu Sur;Finished;13;families
1054;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);231;23133;Simanu Sur;Finished;13;families
1055;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;231;23133;Simanu Sur;Finished;13;families
1056;Australian DFAT;WASH;Non-Food Items;Jerry Cans;231;23133;Simanu Sur;Finished;13;families
1057;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140123;;Finished;11;families
1058;ICRC;Shelter;Shelter Tool Kits;Shelter Tool Kits;1401;140123;;Finished;11;families
1059;ICRC;Shelter;Shelter Tool Kits;Shelter Tool kits;1401;140123;;Finished;7;families
1060;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140123;;Finished;7;families
1061;PRC;Assessment;Assessment;RDANA;215;21522;;Finished;1;area
1062;PRC;Assessment;Assessment;RDANA;129;12922;;Finished;1;area
1063;PRC;Assessment;Assessment;RDANA;215;21523;;Finished;1;area
1064;PRC;Relief;Ready-to-Eat;Biscuits;371;37113;Pamonooran;Finished;25;individuals
1065;PRC;Relief;Ready-to-Eat;Biscuits;371;37113;Longos;Finished;225;individuals
1066;PRC;Relief;Ready-to-Eat;Biscuits;371;37113;Canaynayan;Finished;83;individuals
1067;PRC;Relief;Ready-to-Eat;Biscuits;371;37113;Poblacion South;Finished;30;individuals
1068;PRC;Assessment;Assessment;RDANA;1481;148107;;Finished;1;area
1069;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Blankets);1481;148107;;Finished;81;families
1070;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);1481;148107;;Finished;81;families
1071;Australian DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Nets);1481;148107;;Finished;81;families
1072;Australian DFAT;WASH;Non-Food Items;Hygiene Kit;1481;148107;;Finished;81;families
1073;Australian DFAT;WASH;Non-Food Items;Jerry Cans;1481;148107;;Finished;81;families
1074;Australian DFAT;Relief;Non-Food Items;Tarpaulins;1481;148107;;Finished;81;families
1075;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Abra Village;Finished;2;families
1076;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Barocboc;Finished;7;families
1077;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Bayog;Finished;2;families
1078;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Consuelo;Finished;8;families
1079;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Emiliana;Finished;4;families
1080;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Imelda (Sipa Annex);Finished;7;families
1081;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Malekkeg;Finished;5;families
1082;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Marcela (Poblacion);Finished;9;families
1083;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Nueva;Finished;6;families
1084;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Panay;Finished;8;families
1085;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;San Antonio;Finished;3;families
1086;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;San Carlos;Finished;15;families
1087;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;San Juan;Finished;7;families
1088;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;San Mariano;Finished;2;families
1089;Spanish Red Cross;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1481;148107;Sipa Proper;Finished;4;families
1090;PRC;Relief;Ready-to-Eat;Hot Meals;231;23134;San Antonio;Finished;338;individuals
1091;PRC;Relief;Ready-to-Eat;Hot Meals;231;23134;San Rafael;Finished;199;individuals
1092;PRC;Assessment;Assessment;RDANA;231;23134;;Finished;1;area
1093;PRC;Relief;Ready-to-Eat;Biscuits;231;23134;San Antonio;Finished;338;individuals
1094;PRC;Relief;Ready-to-Eat;Biscuits;231;23134;San Rafael;Finished;199;individuals
1095;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23134;San Antonio;Finished;89;families
1096;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23134;Naganacan;Finished;160;families
1097;PRC;Assessment;Assessment;RDANA;215;21524;;Finished;1;area
1098;PRC;WASH;Hygiene Promotion;Hygiene Promotion;215;21525;Centro;Finished;500;individuals
1099;PRC;WASH;Hygiene Promotion;Hygiene Promotion;215;21525;Villa;Finished;200;individuals
1100;PRC;WASH;Hygiene Promotion;Hygiene Promotion;215;21525;Mission;Finished;500;individuals
1101;PRC;WASH;Hygiene Promotion;Hygiene Promotion;215;21525;Centro;Finished;500;individuals
1102;PRC;Assessment;Assessment;RDANA;215;21525;;Finished;1;area
1103;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Centro East and Centro West;Finished;12000;liters
1104;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Centro East and Centro West;Finished;10000;liters
1105;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Centro East and Centro West;Finished;5000;liters
1106;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Villa;Finished;2000;liters
1107;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Mission;Finished;4000;liters
1108;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Centro;Finished;3000;liters
1109;Spanish Red Cross - AECID;WASH;Water;Water;215;21525;Centro East and Centro West;Finished;5000;liters
1110;PRC;Relief;Ready-to-Eat;Hot Meals;129;12928;Poblacion;Finished;135;individuals
1111;PRC;Relief;Ready-to-Eat;Hot Meals;129;12928;Vacunero;Finished;17;individuals
1112;PRC;Relief;Ready-to-Eat;Hot Meals;231;23136;;Finished;398;individuals
1113;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23136;Canyongan;Finished;51;families
1114;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23136;Calanigan Norte;Finished;37;families
1115;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23136;Calanigan Sur;Finished;72;families
1116;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);231;23136;San Vicente;Finished;122;families
1117;PRC;Assessment;Assessment;RDANA;129;12930;;Finished;1;area
1119;PRC;Assessment;Assessment;RDANA;128;12822;;Finished;1;area
1120;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140124;;Finished;4;families
1121;ICRC;Shelter;Shelter Tool Kits;Shelter Tool Kits;1401;140124;;Finished;4;families
1122;ICRC;Shelter;Shelter Tool Kits;Shelter Tool kits;1401;140124;;Finished;2;families
1123;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140124;;Finished;2;families
1124;PRC;Relief;Ready-to-Eat;Bread;517;51736;La Salvacion;Finished;35;individuals
1125;PRC;Relief;Water;Bottled Water;517;51736;La Salvacion;Finished;35;individuals
1126;ICRC;Shelter;Shelter Tool Kits;Shelter Tool kits;1401;140125;;Finished;19;families
1127;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140125;;Finished;19;families
1128;PRC;Relief;Ready-to-Eat;Hot Meals;1339;133901;Barangay 20 Isla Puting Bato;Finished;650;individuals
1129;PRC;Relief;Ready-to-Eat;Hot Meals;1339;133901;Barangay 101 Vitas Tondo;Finished;100;individuals
1130;PRC;Relief;Ready-to-Eat;Biscuits;1339;133901;;Finished;89;individuals
1131;PRC;Relief;Water;Bottled Water;1339;133901;;Finished;89;individuals
1132;PRC;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);1411;141113;Camp 4-6;Finished;168;families
1133;PRC;Relief;Non-Food Items;Sleeping Kit (Blankets);1411;141113;Camp 4-6;Finished;168;families
1134;PRC;WASH;Non-Food Items;Jerry Cans;1411;141113;Camp 4-6;Finished;168;families
1135;PRC;Assessment;Assessment;RDANA;1411;141113;;Finished;1;area
1136;Unknown;Health;PSS;PSP;1411;141113;Tadiangan;Finished;87;individuals
1137;Spanish Red Cross - AECID;WASH;Hygiene Promotion;Hygiene Promotion;1411;141113;Nangalisan;Finished;568;individuals
1138;IFRC;Health;PSS;PSP;1411;141113;Padcal;Finished;26;individuals
1139;IFRC;Health;PSS;PSP;1411;141113;Tadiangan;Finished;75;individuals
1140;Unknown;Health;PSS;PSP;1411;141113;Tadiangan;Finished;87;individuals
1141;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Ansagan;Finished;6;families
1142;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Camp 1;Finished;7;families
1143;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Camp 3;Finished;35;families
1144;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Camp 4;Finished;37;families
1145;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Camp 6;Finished;5;families
1146;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Nangalisan;Finished;21;families
1147;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Poblacion;Finished;62;families
1148;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Tabaan Sur;Finished;2;families
1149;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Tadiangan;Finished;11;families
1150;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Taloy Norte;Finished;27;families
1151;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Taloy sur;Finished;7;families
1152;IFRC;Relief;Cash;Multi-Purpose Cash Grant (PHP3,500);1411;141113;Twin peaks;Finished;3;families
1153;PRC;Relief;Ready-to-Eat;Hot Meals;133;13320;;Finished;75;individuals
1154;PRC;Health;PSS;Welfare Desk;133;13320;;Finished;;
1155;PRC;Assessment;Assessment;RDANA;133;13320;;Finished;1;area
1156;PRC;Relief;Non-Food Items;Sleeping Kit (Plastic Mats);1411;141114;Ambassador;Finished;55;families
1157;PRC;Relief;Non-Food Items;Sleeping Kit (Blankets);1411;141114;Ambassador;Finished;55;families
1158;PRC;WASH;Sanitation;Clearing operations;1411;141114;Daclan;Finished;1;community
1159;Rayomar Outreach Foundation;Relief;Food Items;Food Items (Assorted);1411;141114;Daclan;Finished;300;families
1160;Spanish Red Cross - AECID;WASH;Hygiene Promotion;Hygiene Promotion;1411;141114;Daclan;Finished;275;individuals
1161;Spanish Red Cross - AECID;WASH;Hygiene Promotion;Hygiene Promotion;1411;141114;Ambongdulan;Finished;118;individuals
1162;PRC;Relief;Ready-to-Eat;Hot Meals;215;21529;Balzain East;Finished;132;individuals
1163;PRC;Relief;Ready-to-Eat;Hot Meals;215;21529;Linao East;Finished;280;individuals
1164;PRC;Health;PSS;PSP;215;21529;Balzain East;Finished;393;individuals
1165;PRC;Health;Referral;Health Referral;215;21529;Balzain East;Finished;5;individuals
1166;PRC;Relief;Ready-to-Eat;Biscuits;215;21529;Balzain East;Finished;132;individuals
1167;PRC;Health;Referral;Welfare Referral;215;21529;Balzain East;Finished;15;individuals
1168;PRC;Health;PSS;PSP;215;21529;Linao East;Finished;560;individuals
1169;PRC;WASH;Sanitation;Clearing operations;215;21529;San Gabriel;Finished;1;community
1170;PRC;WASH;Sanitation;Clearing operations;215;21529;Cataggaman;Finished;1;community
1171;PRC;WASH;Sanitation;Clearing operations;215;21529;Carig;Finished;1;community
1172;PRC;WASH;Sanitation;Clearing operations;215;21529;Centro 04 Del Rosario;Finished;1;community
1173;PRC;WASH;Sanitation;Clearing operations;215;21529;Caritan;Finished;1;community
1174;PRC;WASH;Sanitation;Clearing operations;215;21529;Tagga;Finished;1;community
1175;PRC;WASH;Sanitation;Clearing operations;215;21529;Cataggaman nuevo;Finished;1;community
1176;PRC;WASH;Sanitation;Clearing operations;215;21529;Anaffunan;Finished;1;community
1177;PRC;WASH;Sanitation;Clearing operations;215;21529;;Finished;1;community
1178;PRC;WASH;Sanitation;Clearing operations;215;21529;;Finished;1;community
1179;PRC;WASH;Sanitation;Clearing operations;215;21529;Caggay;Finished;1;community
1180;PRC;WASH;Sanitation;Clearing operations;215;21529;;Finished;1;community
1181;PRC;WASH;Sanitation;Clearing operations;215;21529;;Finished;1;community
1182;PRC;Relief;Ready-to-Eat;Biscuits;215;21529;Linao East;Finished;280;individuals
1183;PRC;Assessment;Assessment;RDANA;231;23137;;Finished;1;area
1184;PRC;Assessment;Assessment;RDANA;1401;140127;;Finished;1;area
1185;ICRC;Shelter;Shelter Tool Kits;Tarpaulins;1401;140127;;Finished;1;families
1186;ICRC;Shelter;Shelter Tool Kits;Shelter Tool Kits;1401;140127;;Finished;1;families
1187;PRC;Assessment;Assessment;RDANA;128;12823;;Finished;1;area
1188;PRC;Relief;Ready-to-Eat;Hot Meals;516;51612;Poblacion;Finished;528;individuals
1189;PRC;Health;PSS;PSP;516;51612;Poblacion;Finished;528;individuals
1190;PRC;Health;PSS;Welfare Desk;1401;;;Finished;;
1191;Spanish Red Cross - AECID;WASH;Hygiene Promotion;Hygiene Promotion;1411;;;Finished;13;volunteers
1195;PRC;Health;PSS;Welfare Desk;1427;;;Finished;;
1196;PRC;Health;PSS;Welfare Desk;128;;;Finished;;
1197;PRC;Health;PSS;Welfare Desk;129;;;Finished;;
1199;PRC;Health;PSS;Welfare Desk;231;;;Finished;;
1200;PRC;Health;PSS;Welfare Desk;1432;;;Finished;;
1201;PRC;Health;PSS;Welfare Desk;1432;;;Finished;;
1202;PRC;WASH;Hygiene Promotion;Hygiene Promotion;1432;;;Finished;279;individuals
1203;PRC;Health;Health;Blood Units;133;;;Finished;1;units
1204;PRC;Health;PSS;Welfare Desk;250;;;Finished;;
1205;PRC;Health;Health;Doxycycline;155;;;Delivered;2000;pcs
1206;PRC;Health;PSS;Welfare Desk;369;;;Finished;;
1207;PRC;Health;PSS;Welfare Desk;371;;;Finished;;
